claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
8978688,46,F,1,90,95934.4,0,1,Rent,80045,7/21/2024,Sunday,Highway,1,0,15,Online,1,7,Compact,27539.15481,white,19911.83708,7010.185811,2000,897.89,4.401770003,4,N
9704448,27,M,1,93,32737.6,1,1,Rent,80024,9/23/2023,Saturday,Local,1,0,5,Online,1,9,Compact,11338.183,gray,51982.63267,6181.316526,500,920.3,4.146491518,2,Y
9766656,40,F,1,91,82292.8,1,0,Own,20129,3/18/2024,Monday,Parking Lot,0,0,10,Online,1,4,Large,25433.98577,blue,8986.668138,4422.161248,2000,1440.68,4.141411823,8,N
11923200,41,M,1,79,80561.6,1,1,Own,50022,4/22/2024,Monday,Highway,0,0,95,Online,1,8,Medium,21579.98676,other,7533.248409,5055.235714,500,1072.62,3.63440181,1,N
12960000,28,F,0,82,23305.6,1,0,Rent,20148,5/20/2023,Saturday,Local,1,1,50,Online,1,4,Medium,14639.42561,black,21869.02522,4400.013027,500,1264.77,3.86461676,1,Y
13333248,21,M,1,83,28705.6,1,0,Rent,80023,9/17/2023,Sunday,Highway,3,1,99,Online,1,6,Compact,69880.04761,other,25661.89816,7479.427063,2000,1443.32,4.340856596,1,Y
15863040,27,F,0,60,12745.6,1,1,Rent,15010,6/8/2024,Saturday,Parking Lot,0,0,99,Online,0,3,Large,11626.16304,black,26591.96771,2220.843674,2000,1312.75,3.856759438,5,Y
16008192,27,F,1,92,160162.0,1,0,Own,80034,1/12/2023,Thursday,Local,2,*,10,Online,1,8,Medium,14219.62935,red,13747.13776,4400.854013,1000,1338.55,3.997722079,5,N
16070400,64,M,1,82,150181.0,1,1,Own,80027,2/20/2023,Monday,Parking Lot,0,0,10,Online,0,3,Medium,32718.8223,white,10428.5452,5410.99124,1000,1286.44,3.953897844,4,N
16402176,21,F,0,61,160162.0,0,1,Rent,50005,11/26/2024,Tuesday,Local,0,0,88,Online,0,0,Large,38502.34944,other,21903.86472,6133.273822,2000,1616.58,3.131778857,5,N
16485120,30,M,0,69,95941.0,1,1,Rent,15060,12/30/2024,Monday,Local,5,0,51,Online,1,7,Compact,13629.86183,black,43335.66899,7031.392203,500,1611.83,3.429574969,2,N
16754688,29,M,1,46,95941.0,1,1,Rent,50001,9/23/2024,Monday,Local,0,1,81,Online,1,2,Large,45281.11461,white,9181.551624,6337.767497,1000,1724.09,3.198880577,3,N
17978112,25,M,1,75,81508.8,1,1,Rent,50025,12/4/2024,Wednesday,Parking Lot,2,0,58,Online,1,5,Compact,14152.23661,silver,10568.31696,8097.550961,2000,1437.33,4.328829969,2,N
18123264,26,M,1,26,42118.4,1,0,Rent,50022,7/29/2023,Saturday,Highway,1,0,18,Online,0,7,Medium,27415.66765,white,39539.55653,3802.507998,1000,1384.64,4.151126506,11,Y
19160064,28,M,1,85,23320.0,0,0,Rent,50021,12/3/2023,Sunday,Highway,0,0,77,Online,1,2,Compact,30812.37716,black,21894.98128,6312.365195,1000,1185.78,3.906315764,3,Y
20570112,65,M,1,83,166801.6,1,1,Own,20158,10/6/2023,Friday,Highway,0,0,0,Online,0,6,Compact,12746.56806,black,24532.84925,4775.821396,1000,1464.73,3.911680011,3,N
21026304,28,F,0,80,153326.4,0,0,Rent,50047,5/13/2024,Monday,Local,1,1,92,Online,1,3,Compact,24026.23677,other,13797.9499,1490.594108,1000,969.88,4.669171473,5,N
21399552,57,F,1,89,18176.0,1,0,Own,50056,6/9/2024,Sunday,Parking Lot,0,0,21,Online,0,4,Compact,14435.82993,silver,24961.38404,4188.938344,1000,1269.64,3.894928317,5,Y
22063104,28,M,0,90,93315.2,1,1,Rent,50021,3/5/2023,Sunday,Local,1,1,38,Online,1,4,Medium,29450.33573,silver,33790.38164,3365.521804,2000,1628.0,4.123974225,3,N
22146048,34,F,0,69,96430.4,1,0,Own,85039,4/8/2023,Saturday,Local,0,0,69,Online,0,7,Large,27205.23053,black,23513.6816,4001.519638,1000,1134.68,3.741466406,6,N
22457088,26,F,1,81,80833.6,1,1,Rent,85026,9/11/2023,Monday,Highway,1,0,85,Online,1,10,Large,40077.79361,other,35584.8851,4843.218938,1000,1338.4,4.568241113,3,N
23742720,28,F,1,74,93328.0,0,1,Own,80036,9/21/2024,Saturday,Highway,0,0,81,Online,0,5,Large,15304.83238,other,28153.40428,4620.739319,500,1793.16,4.418434102,3,N
24281856,24,M,1,77,150872.0,1,1,Own,15022,9/12/2023,Tuesday,Parking Lot,0,0,1,Online,0,2,Medium,23971.09212,gray,32179.69439,9269.244284,2000,714.03,3.54787491,3,N
24385536,21,F,1,58,48708.8,0,0,Rent,80033,10/2/2024,Wednesday,Local,2,1,7,Online,1,6,Compact,15534.94686,silver,21355.4545,3686.582427,1000,1601.47,3.992629155,2,N
25318656,28,M,1,84,80833.6,1,0,Rent,20106,3/29/2023,Wednesday,Parking Lot,0,0,7,Online,0,3,Medium,15434.52669,white,24927.15364,4132.665797,1000,1390.29,4.887841801,4,N
25857792,29,F,1,61,18176.0,0,1,Own,80035,11/6/2023,Monday,Parking Lot,0,0,94,Online,0,5,Large,13490.26887,other,42274.48653,8285.584681,500,1304.35,3.357349722,3,Y
27806976,58,M,1,77,18176.0,0,1,Rent,20163,3/11/2024,Monday,Local,1,0,47,Online,0,2,Large,18885.2156,silver,23473.01889,1390.911953,2000,1586.41,4.046168916,5,Y
28014336,33,F,1,83,80833.6,1,0,Rent,50054,5/13/2024,Monday,Local,0,1,14,Online,1,6,Compact,17928.54387,gray,34282.45065,3870.395932,2000,1170.53,2.868234037,8,N
28304640,29,F,1,89,80833.6,0,1,Rent,85036,5/2/2024,Thursday,Parking Lot,0,1,98,Online,1,5,Compact,3265.844456,blue,33829.76039,2380.619758,500,1275.62,3.972142908,5,N
29279232,25,M,1,47,99016.0,0,1,Rent,85044,12/6/2023,Wednesday,Highway,0,0,55,Online,0,4,Large,33116.3357,black,32671.91558,3366.692548,500,1256.2,3.593772394,2,N
29590272,40,M,1,55,21312.8,1,0,Rent,15009,10/12/2023,Thursday,Parking Lot,0,0,97,Online,1,9,Compact,17391.12036,white,17647.46793,5898.54034,2000,945.73,4.014529684,4,Y
31684608,23,M,0,79,99016.0,1,1,Rent,50010,7/20/2023,Thursday,Local,0,0,12,Online,0,5,Large,17242.98576,black,7521.660211,4317.561981,500,1106.77,2.902314955,3,N
32285952,27,M,1,49,142587.2,0,1,Rent,20155,4/11/2024,Thursday,Local,3,1,25,Online,1,6,Large,33127.70225,silver,30043.15328,5614.049946,2000,1546.01,3.615124842,2,N
32431104,25,F,1,19,87347.2,1,0,Own,50008,10/28/2023,Saturday,Local,0,1,91,Online,1,*,Compact,37997.86033,blue,33780.55583,4741.856513,500,1039.55,3.965850861,2,N
32825088,40,F,0,85,142587.2,1,1,Rent,20103,1/31/2023,Tuesday,Highway,0,0,98,Online,1,6,Medium,23423.57,white,71185.06214,4478.602913,2000,987.42,4.46498411,3,N
33924096,28,M,1,68,92268.8,1,1,Own,80011,8/29/2024,Thursday,Local,1,1,73,Online,0,7,Compact,14949.36317,white,10252.01494,3355.23073,1000,1439.9,3.647227956,3,N
34483968,27,F,1,64,92268.8,1,1,Rent,85074,2/8/2023,Wednesday,Parking Lot,1,0,32,Online,0,10,Medium,15148.20407,silver,19131.02022,5882.822578,2000,1148.58,3.614300173,5,N
35645184,51,M,1,90,142587.2,0,0,Rent,20122,11/2/2024,Saturday,Parking Lot,1,0,6,Online,1,2,Compact,24452.78271,other,32793.12237,6244.583534,2000,1422.95,4.852347214,3,N
36225792,20,F,1,84,92268.8,1,1,Rent,85046,7/24/2024,Wednesday,Local,1,1,50,Online,1,1,Compact,22919.2174,gray,22480.63689,4947.859547,500,1220.86,3.770338462,2,N
36453888,28,F,1,86,33315.2,1,0,Rent,50010,9/7/2023,Thursday,Parking Lot,0,0,97,Online,1,5,Compact,19108.3923,gray,24861.94555,1972.571042,1000,1556.17,3.311100511,5,Y
36744192,28,F,0,84,153315.2,0,1,Rent,80026,1/24/2023,Tuesday,Local,3,0,95,Online,1,3,Medium,11024.96731,white,24331.39314,2636.76773,1000,1393.34,4.858832543,0,N
36951552,42,M,0,87,153880.0,1,0,Rent,80042,10/7/2023,Saturday,Highway,0,0,19,Online,1,7,Large,15216.33467,blue,20094.85614,3189.504301,500,1667.83,4.062478926,3,N
36993024,25,F,1,91,154940.8,0,1,Rent,80030,6/6/2023,Tuesday,Parking Lot,0,1,1,Online,0,9,Compact,25053.27433,other,9360.960445,7234.8577,1000,1497.41,3.973787743,1,N
37034496,44,F,1,84,165512.0,1,0,Rent,20102,2/2/2023,Thursday,Local,0,0,42,Online,1,5,Medium,28992.71603,black,28956.67245,7091.309409,500,803.36,4.109177153,3,N
37075968,22,F,1,93,49452.8,1,1,Rent,15020,7/11/2024,Thursday,Local,0,0,40,Online,1,7,Large,6229.79134,gray,7275.687393,5059.577989,500,1865.83,4.399978692,11,N
37843200,21,F,1,61,48692.8,1,0,Own,20165,5/26/2023,Friday,Local,2,0,23,Online,1,5,Medium,31900.28008,silver,20708.99551,3392.550603,2000,1471.44,4.548684927,4,Y
39502080,26,M,1,94,153880.0,1,0,Rent,80022,11/9/2024,Saturday,Parking Lot,0,0,83,Online,0,2,Medium,24619.63897,gray,34662.78624,5969.081608,1000,1156.19,3.544934381,1,N
39564288,60,M,1,91,165512.0,1,1,Own,20153,6/3/2023,Saturday,Local,1,0,8,Online,1,6,Compact,22845.15068,red,40267.81279,8062.017492,500,1493.5,3.854510969,10,N
39585024,29,M,1,76,153315.2,0,0,Rent,15025,8/2/2023,Wednesday,Local,1,0,98,Online,1,8,Medium,48566.0057,other,30172.03997,6162.921013,500,1155.38,3.920215567,6,N
39771648,47,F,0,85,165512.0,1,1,Own,15009,1/7/2023,Saturday,Parking Lot,2,0,90,Online,1,4,Compact,17311.17864,red,17930.20521,7017.889985,1000,1274.63,3.724524951,4,N
40186368,26,F,1,53,42097.6,0,1,Rent,15025,6/18/2023,Sunday,Local,0,0,0,Online,0,8,Compact,36933.35797,white,25807.50653,6522.795518,500,1508.12,3.646589479,5,Y
43110144,28,M,1,78,153315.2,1,0,Rent,50054,10/9/2023,Monday,Highway,0,1,88,Online,1,7,Compact,18592.46593,other,19171.96672,2086.604305,500,1078.65,3.81872539,3,N
46821888,24,M,0,58,90862.4,1,1,Rent,15012,7/4/2023,Tuesday,Parking Lot,2,0,5,Online,1,2,Medium,46594.09145,other,9713.349457,3779.966855,500,1035.99,3.482200028,1,N
46967040,26,M,1,49,92116.8,0,1,Rent,85011,8/23/2023,Wednesday,Local,0,0,4,Online,0,5,Large,12235.83404,blue,25451.33558,691.1058646,500,911.53,4.9095934,1,N
46987776,22,M,0,89,10444.8,1,1,Rent,50056,6/14/2024,Friday,Local,1,1,75,Online,1,2,Medium,29088.5381,red,29292.74914,5013.15547,500,1319.97,5.007596311,6,N
47547648,27,M,1,64,88190.4,1,0,Rent,20106,11/12/2024,Tuesday,Parking Lot,0,0,50,Online,0,4,Medium,28291.63327,white,21971.37798,3711.487112,1000,1517.54,4.55830151,3,N
48314880,26,M,1,72,10444.8,0,0,Rent,85023,8/26/2024,Monday,Parking Lot,0,0,34,Online,1,8,Compact,47550.51563,white,11607.63079,5444.971537,2000,1177.57,4.026162271,5,N
49559040,46,F,1,88,92116.8,1,1,Rent,50020,6/21/2023,Wednesday,Local,0,0,50,Online,1,4,Compact,36454.91839,black,92161.83195,5446.133873,1000,763.67,4.740979189,5,N
50492160,27,F,0,51,10444.8,1,1,Rent,50047,2/20/2023,Monday,Local,0,0,3,Online,0,0,Medium,33666.32341,blue,18138.46019,6565.359149,1000,1004.14,3.247565279,2,N
50575104,27,M,1,96,90862.4,1,1,Rent,15037,1/9/2024,Tuesday,Highway,1,0,74,Online,1,8,Medium,33243.21547,gray,18566.51686,6481.656523,500,1429.96,4.186998536,6,N
51176448,27,M,0,77,22723.2,1,1,Rent,85060,4/27/2023,Thursday,Local,0,0,52,Online,0,3,Compact,12410.2642,silver,24381.38065,5147.469902,500,951.56,4.670654118,4,Y
53146368,24,M,0,82,20873.6,1,1,Rent,50056,1/20/2023,Friday,Local,0,0,0,Online,0,4,Large,20158.73427,white,26862.92596,3446.252998,1000,840.95,3.144163971,4,Y
53187840,32,M,1,54,90862.4,1,1,Rent,20165,3/18/2023,Saturday,Parking Lot,2,*,80,Online,1,7,Medium,22778.75707,silver,6364.707206,5013.761219,1000,1722.5,4.356431922,1,N
57583872,27,M,0,71,82908.8,1,0,Own,85011,7/22/2024,Monday,Parking Lot,1,0,6,Online,0,4,Large,22043.23024,red,12036.70375,4853.120893,1000,1280.88,3.888921416,3,N
58599936,46,F,1,81,19024.0,0,0,Rent,20128,2/19/2024,Monday,Local,2,0,50,Online,1,1,Medium,38740.37313,black,35512.06467,4437.125041,2000,1188.51,3.420114564,6,Y
59470848,19,M,0,74,47094.4,1,1,Rent,20158,3/10/2024,Sunday,Highway,0,0,85,Online,1,8,Large,17480.72046,white,17825.88813,6961.735568,2000,1356.92,4.278992901,4,N
59595264,22,M,1,48,19024.0,1,1,Rent,80021,4/29/2023,Saturday,Parking Lot,0,0,9,Online,0,2,Large,20670.64787,white,11765.07296,5030.805477,1000,1200.09,4.416369136,3,Y
59781888,28,F,0,86,82908.8,1,1,Own,85061,7/4/2024,Thursday,Parking Lot,0,1,27,Online,0,7,Medium,13101.93717,silver,16710.1582,3141.452703,1000,1361.45,3.252236596,4,N
59927040,58,F,1,66,19024.0,1,1,Own,80003,4/27/2024,Saturday,Local,0,0,9,Online,0,6,Medium,31573.23441,white,37063.60323,4847.672274,1000,1722.5,3.426815293,4,Y
60569856,29,M,1,81,19024.0,1,1,Rent,15021,12/14/2023,Thursday,Local,0,0,88,Online,0,1,Medium,5254.283134,white,16059.15555,5520.225954,1000,1436.79,3.708510466,7,Y
61648128,51,F,1,74,82908.8,1,0,Own,50022,4/10/2024,Wednesday,Highway,0,1,86,Online,0,2,Medium,14411.35839,black,29829.79748,5541.629208,500,1672.88,4.069906091,4,N
64157184,34,F,1,55,82908.8,1,1,Own,20135,5/23/2023,Tuesday,Local,2,1,22,Online,1,4,Compact,15638.32743,red,61642.87505,3560.585166,1000,988.93,3.876592795,6,N
64779264,26,M,1,70,82908.8,0,0,Rent,85010,8/1/2024,Thursday,Parking Lot,0,0,92,Online,0,5,Medium,21716.75907,gray,26101.73647,2693.621766,500,1564.43,2.960700829,3,N
64862208,28,M,0,87,19024.0,1,1,Rent,15009,9/2/2024,Monday,Local,0,0,44,Online,1,6,Compact,15943.83753,white,48897.80874,19358.50018,1000,1280.88,4.497085782,7,Y
65235456,21,M,0,39,48712.0,1,0,Rent,15012,12/2/2024,Monday,Parking Lot,1,0,9,Online,1,5,Medium,26697.15746,blue,26089.47282,4040.538732,1000,1200.09,2.947015831,3,Y
65442816,58,M,1,77,82908.8,0,1,Own,15052,10/30/2024,Wednesday,Parking Lot,0,0,64,Online,1,5,Medium,31004.83115,blue,31137.6415,3875.432539,2000,1188.51,4.078196444,5,N
65899008,26,M,0,70,82908.8,0,0,Rent,20153,8/20/2023,Sunday,Local,0,0,61,Online,1,7,Large,12802.04682,silver,15928.24673,5778.075948,500,1564.43,3.811601911,3,N
66583296,26,M,1,66,19024.0,0,0,Rent,80109,4/29/2024,Monday,Parking Lot,0,0,53,Online,1,3,Large,35328.81605,other,16051.15854,5896.389914,500,1533.71,4.602192421,6,Y
67951872,30,M,1,75,19024.0,0,1,Own,80016,10/6/2023,Friday,Local,0,0,23,Online,0,4,Large,12508.62463,blue,68517.15291,12512.12831,2000,1188.51,3.388261177,5,Y
69818112,27,M,0,54,82908.8,1,1,Rent,80011,8/26/2023,Saturday,Highway,1,0,0,Online,0,5,Large,14731.89407,red,32374.1496,4432.815252,2000,1453.61,4.501160685,4,N
70232832,50,F,1,93,92585.6,1,0,Own,20143,12/23/2024,Monday,Parking Lot,2,1,75,Online,1,2,Compact,12139.23288,white,25777.86322,6258.460657,1000,1248.05,3.340772331,0,N
70315776,22,F,0,60,92585.6,0,0,Rent,85053,7/2/2023,Sunday,Local,0,1,50,Online,1,7,Large,15590.77297,white,46178.89351,3818.661159,1000,1280.88,4.157644788,3,N
70543872,24,M,1,84,92585.6,1,0,Rent,15012,6/23/2023,Friday,Local,0,0,8,Online,0,7,Medium,20446.03947,other,14116.54381,1260.778276,1000,766.19,4.415430282,0,N
72824832,51,F,1,60,82908.8,1,1,Own,80014,7/5/2024,Friday,Local,0,0,100,Online,1,7,Medium,28012.93412,gray,17195.99202,4748.27778,1000,1235.14,4.374748298,1,N
75126528,68,M,1,78,27504.0,1,1,Own,50003,4/2/2024,Tuesday,Parking Lot,0,0,24,Online,1,4,Medium,62352.56555,other,17265.57821,3303.586517,2000,1188.51,4.385190383,3,Y
75520512,22,F,1,78,84964.8,1,0,Own,15053,2/8/2023,Wednesday,Parking Lot,0,1,0,Online,0,5,Medium,13624.55599,black,29087.32729,4801.932835,500,722.66,4.518169368,5,N
76495104,27,M,1,78,84964.8,1,1,Rent,20163,11/26/2023,Sunday,Local,2,0,84,Online,1,6,Medium,17878.81404,red,24827.07266,2750.632921,1000,988.93,3.338948657,5,N
79066368,65,M,1,83,139830.4,1,0,Own,85019,9/25/2024,Wednesday,Local,0,0,75,Online,1,4,Large,20669.76932,gray,20810.48047,2687.049201,500,1383.49,3.385926224,2,N
79564032,28,M,1,77,84964.8,1,0,Rent,20163,9/17/2024,Tuesday,Parking Lot,0,1,0,Online,0,12,Compact,9479.002882,silver,21939.23196,9234.057429,1000,840.95,4.499637914,5,N
80123904,62,M,0,76,84964.8,1,1,Own,20101,7/18/2024,Thursday,Local,3,0,32,Online,0,5,Medium,20460.21262,other,20173.96852,6305.388429,500,722.66,4.35315004,7,N
80227584,21,F,1,69,48704.0,1,1,Rent,20141,8/6/2023,Sunday,Parking Lot,1,0,48,Online,0,4,Large,6973.417088,black,18107.68883,5924.560297,1000,1436.79,4.097517524,3,N
80911872,27,F,0,80,84964.8,1,1,Rent,85031,7/7/2023,Friday,Local,0,1,94,Online,1,5,Large,9744.518678,other,32300.54673,6009.451075,1000,1722.5,3.574071837,2,N
81803520,21,M,1,26,48675.2,1,1,Rent,85001,4/25/2023,Tuesday,Parking Lot,2,0,50,Online,1,4,Large,22017.68235,silver,10728.92331,13720.08888,500,1093.83,3.912143491,4,N
83047680,29,M,0,62,84964.8,0,1,Rent,85029,9/19/2024,Thursday,Parking Lot,0,0,79,Online,1,1,Medium,27082.06305,silver,26760.53454,6536.251894,500,1533.71,5.546383859,5,N
84105216,48,M,1,84,84964.8,1,0,Rent,85077,1/26/2024,Friday,Local,1,0,71,Online,1,2,Large,20355.89196,black,46057.70945,3012.801466,1000,1436.79,3.905915401,6,N
85473792,21,F,1,79,48710.4,1,0,Rent,80020,2/28/2023,Tuesday,Local,0,*,98,Online,0,6,Compact,16629.23795,silver,20502.87132,6849.992764,500,951.56,3.520973308,5,N
85515264,22,F,1,82,49451.2,1,0,Rent,80018,11/18/2023,Saturday,Parking Lot,0,0,21,Online,1,6,Compact,39560.99399,gray,38162.35967,10338.06986,500,1533.71,3.398117532,2,N
88853760,29,M,0,75,159411.2,0,0,Rent,80022,2/12/2024,Monday,Highway,0,0,37,Online,1,5,Large,12373.99832,other,17224.9456,6616.701701,2000,1101.83,4.285682678,3,N
94742784,27,M,0,81,82908.8,1,0,Rent,50001,5/23/2024,Thursday,Local,0,0,70,Online,1,4,Medium,9231.198273,silver,20188.37073,1955.646127,500,1564.43,3.923093231,4,N
95924736,27,M,1,84,82908.8,1,0,Rent,50009,6/17/2024,Monday,Parking Lot,0,1,35,Online,1,3,Large,12817.11385,blue,9789.154214,5380.695954,500,944.03,4.496121125,3,N
96609024,19,F,0,11,87097.6,1,1,Rent,15010,11/18/2023,Saturday,Parking Lot,0,0,8,Online,1,3,Compact,27788.88858,white,16104.84292,4228.723049,500,1533.71,3.789669824,3,N
97293312,31,F,0,85,25468.8,1,1,Own,80006,1/9/2023,Monday,Highway,2,0,49,Online,1,0,Large,23917.15137,white,10285.79434,3870.77236,1000,1503.21,3.445095296,2,Y
97956864,22,M,0,69,87097.6,0,1,Own,85073,6/26/2023,Monday,Parking Lot,0,1,94,Online,1,5,Compact,18089.07367,other,13274.31522,2234.254854,2000,1356.92,4.033648519,4,N
98910720,21,M,1,86,25468.8,1,0,Rent,20120,6/28/2024,Friday,Local,1,0,50,Online,1,4,Medium,35828.03462,red,12212.46683,3951.481489,1000,1248.05,3.516651958,5,Y
99988992,55,M,1,66,87097.6,1,1,Own,50037,12/17/2023,Sunday,Highway,0,0,23,Online,1,4,Medium,61328.76926,black,43264.97729,4112.758332,1000,1503.21,3.78141515,3,N
101793024,60,F,1,78,25468.8,1,1,Rent,50046,2/7/2024,Wednesday,Local,0,0,66,Online,1,7,Medium,11509.19614,silver,8234.004785,8072.87108,500,1564.43,3.838345353,2,Y
101958912,25,M,1,71,25468.8,1,1,Rent,20120,11/24/2023,Friday,Local,0,1,1,Online,1,5,Medium,9057.349087,black,31726.29831,5603.601065,1000,1310.8,4.175422441,4,Y
105484032,21,M,1,76,48696.0,0,1,Rent,15009,5/30/2024,Thursday,Local,0,0,15,Online,1,1,Large,28376.10163,black,48029.57018,6559.832993,500,944.03,3.664504046,7,N
107225856,51,F,1,92,82908.8,1,1,Rent,15001,12/20/2024,Friday,Local,0,0,18,Online,0,4,Medium,26521.30785,other,16740.29713,2313.624011,1000,1280.88,2.984180088,3,N
109569024,22,F,0,76,49451.2,0,1,Rent,20113,2/26/2024,Monday,Local,3,0,7,Online,1,8,Compact,34032.86732,black,23153.52356,5678.713859,2000,1453.61,3.550135863,6,N
109900800,21,F,0,68,48708.8,1,0,Rent,85014,8/2/2023,Wednesday,Highway,0,0,91,Online,1,0,Large,18455.52232,gray,21430.32054,9141.32263,1000,1235.14,3.865913902,7,N
111103488,24,M,0,82,111603.2,1,0,Rent,15050,3/24/2023,Friday,Local,0,0,19,Online,1,8,Compact,27449.75057,black,4303.908933,7436.109548,500,1564.43,2.923831217,3,N
112285440,26,M,1,87,111603.2,1,1,Rent,20165,2/11/2023,Saturday,Parking Lot,0,0,89,Online,0,6,Large,22474.36734,gray,8347.373576,2124.971794,2000,1453.61,4.970060139,2,N
113591808,29,F,1,93,111603.2,1,1,Rent,80014,12/3/2024,Tuesday,Highway,0,0,1,Online,1,4,Large,28372.36552,silver,29003.03254,6952.802197,1000,1361.45,3.821300962,2,N
117884160,26,F,1,72,111603.2,1,0,Rent,50003,12/8/2023,Friday,Highway,0,0,96,Online,1,5,Large,34630.18696,red,34272.13486,837.5776957,1000,766.19,4.811427736,5,N
119045376,46,M,1,81,91244.8,1,0,Rent,15042,1/23/2024,Tuesday,Parking Lot,1,1,99,Online,1,3,Medium,19455.76181,red,15948.39262,3952.292241,1000,1235.14,3.66094479,9,Y
119377152,25,M,0,80,91539.2,1,1,Rent,80033,3/7/2024,Thursday,Parking Lot,0,0,26,Online,1,1,Compact,15603.17228,black,26338.19024,8898.196037,2000,1356.92,3.610713568,2,N
119418624,23,F,1,81,100164.8,1,0,Rent,50025,5/12/2023,Friday,Local,1,0,50,Online,1,2,Compact,19411.11694,white,18630.19485,5963.199554,1000,1060.74,4.110849717,8,N
122052096,27,M,1,51,107304.0,1,0,Rent,20120,1/18/2024,Thursday,Local,0,0,25,Online,1,7,Medium,50377.05792,red,5548.433624,1775.878798,2000,1356.92,4.401829993,4,N
123793920,21,F,0,70,107304.0,0,1,Own,15021,6/18/2024,Tuesday,Local,0,1,93,Online,1,2,Medium,12952.10481,blue,30698.54441,5437.83187,1000,1331.94,4.202836733,3,N
124789248,20,M,1,80,107304.0,1,1,Rent,20105,10/23/2024,Wednesday,Local,1,0,60,Online,1,9,Large,4388.145883,red,56128.51867,4183.912672,1000,1060.74,4.532873311,2,N
124851456,28,F,0,87,100164.8,1,0,Rent,80101,9/23/2023,Saturday,Local,0,1,13,Online,1,6,Large,32601.52494,silver,15217.15433,7029.320071,500,951.56,4.746633414,3,N
125349120,26,M,1,73,107304.0,1,0,Rent,15005,7/13/2023,Thursday,Local,0,0,50,Online,1,6,Large,11739.05541,blue,5654.390738,6944.672501,1000,1722.5,4.687753018,5,N
126987264,38,M,0,84,107304.0,1,0,Rent,50007,9/4/2024,Wednesday,Parking Lot,1,0,77,Online,1,5,Compact,23386.86165,white,17198.24935,3037.444893,1000,1248.05,4.335735317,2,N
127173888,28,M,1,92,107304.0,0,0,Rent,15032,9/23/2023,Saturday,Local,1,1,9,Online,1,2,Compact,14315.94254,red,41006.74202,4908.152033,500,722.66,3.885239005,3,N
128210688,22,M,1,93,49464.0,1,0,Rent,80018,1/30/2023,Monday,Local,0,0,96,Online,0,1,Large,22631.96818,red,9934.652513,2950.089762,2000,1453.61,5.097857668,5,Y
129911040,21,F,0,68,48712.0,1,0,Own,80025,11/14/2024,Thursday,Highway,0,0,100,Online,0,7,Compact,11577.0456,gray,25866.97145,3179.847138,1000,1347.04,3.946699643,5,N
131694336,22,M,1,71,49456.0,1,1,Rent,15025,1/10/2024,Wednesday,Highway,0,0,3,Online,0,4,Large,15889.34633,blue,19965.36503,2810.35842,1000,1060.74,4.373968303,11,Y
135634176,21,M,1,85,48705.6,1,1,Rent,80016,6/30/2023,Friday,Parking Lot,0,0,100,Online,1,8,Medium,41832.72642,blue,33653.75714,5659.793329,1000,1310.8,4.707050973,3,Y
138723840,22,F,0,88,49462.4,1,1,Rent,80038,6/18/2024,Tuesday,Parking Lot,0,0,0,Online,1,8,Medium,31494.00974,red,18024.17179,10589.95093,500,1383.49,4.327028172,6,N
142124544,20,M,1,74,47942.4,0,1,Rent,80038,3/1/2024,Friday,Local,1,0,62,Online,1,4,Medium,21930.71927,black,45211.14027,2242.691672,1000,1503.21,3.635666324,2,Y
144758016,21,F,1,78,48731.2,1,1,Rent,15012,10/21/2024,Monday,Local,1,1,79,Online,1,7,Large,35109.67745,gray,73294.59735,2681.485577,1000,1361.45,3.766994027,6,N
145836288,21,F,1,74,48731.2,1,1,Rent,15033,8/24/2023,Thursday,Highway,1,1,50,Online,1,4,Compact,31232.9162,other,23159.7397,4708.115418,1000,1436.79,4.618305184,3,N
146665728,22,M,0,76,49459.2,0,1,Rent,80106,1/28/2024,Sunday,Local,1,*,4,Online,1,4,Large,13449.98191,silver,16740.68573,1462.338027,2000,1101.83,4.09229062,5,Y
148697856,21,F,1,84,48750.4,1,0,Own,50020,2/2/2024,Friday,Local,3,0,83,Online,1,6,Large,20654.48836,black,22031.14389,4877.594183,2000,1453.61,3.646854978,7,N
151497216,22,M,1,93,49481.6,0,1,Rent,80038,5/20/2023,Saturday,Parking Lot,0,0,0,Online,1,3,Large,21052.14886,silver,14830.75604,2106.045102,2000,1101.83,3.569376422,4,N
152388864,22,F,0,90,49467.2,1,0,Own,20135,1/17/2024,Wednesday,Local,0,0,80,Online,1,5,Large,17446.40697,other,25658.18771,3056.148804,500,951.56,3.365759709,5,N
156100608,19,F,1,94,47094.4,1,1,Rent,15037,2/11/2024,Sunday,Local,0,0,99,Online,0,6,Compact,21200.51793,gray,41692.51334,3930.05684,1000,1310.8,4.389017241,6,N
157261824,20,F,1,58,47923.2,1,1,Rent,80021,3/27/2023,Monday,Local,1,0,1,Online,0,9,Medium,20041.79602,gray,9128.025057,5387.647565,500,722.66,4.314279961,3,N
